momo_name,momo_price,momo_url,momo_pic,PChome_name,PChome_price,PChome_url,PChome_pic
【LEGO 樂高】LEGO丹麥樂高護脊書包Freshmen-多款任選(20171),"2,590",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7920885&Area=search&mdiv=403&oid=3_12&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1699595297/goodsimg/0007/920/885/7920885_OR_m.webp,,,,
【LEGO 樂高】Harry Potter 系列 - 霍格華茲醫療廂房(76398),"1,759",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12622882&Area=search&mdiv=403&oid=3_13&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i2.momoshop.com.tw/1709960593/goodsimg/0012/622/882/12622882_OR_m.webp,,,,
【LEGO 樂高】LT42179 科技系列 - Planet Earth and Moon in Orbit,"2,519",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12592900&Area=search&mdiv=403&oid=3_14&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1709355666/goodsimg/0012/592/900/12592900_OR_m.webp,,,,
【LEGO 樂高】City-特技公園(60293),997,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12651294&Area=search&mdiv=403&oid=3_15&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1710824580/goodsimg/0012/651/294/12651294_OR_m.webp,,,,
【LEGO 樂高】LT42167 科技系列 - Mack☆ LR Electric Garbage Truck,"1,219",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302050&Area=search&mdiv=403&oid=3_16&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1704532118/goodsimg/0012/302/050/12302050_OR_m.webp,,,,
【LEGO 樂高】樂高 LEGO 積木 CREATOR系列 向日葵 Sunflowers 40524(代理版),949,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10501741&Area=search&mdiv=403&oid=3_17&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1692376808/goodsimg/0010/501/741/10501741_OR_m.webp,,,,
【LEGO 樂高】積木 迪士尼 小美人魚貝殼宮殿43225樂高商店40528 雙套組(代理版),"4,749",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12125523&Area=search&mdiv=403&oid=3_18&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1700643799/goodsimg/0012/125/523/12125523_OR_m.webp,,,,
【LEGO 樂高】LT10328 創意大師系列 - 玫瑰花束,"1,583",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302011&Area=search&mdiv=403&oid=3_19&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1704532125/goodsimg/0012/302/011/12302011_OR_m.webp,,,,
【LEGO 樂高】LT10913 得寶系列 - 顆粒盒(大顆粒),"1,129",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8215415&Area=search&mdiv=403&oid=3_20&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1692978033/goodsimg/0008/215/415/8215415_OR_m.webp,,,,
【LEGO 樂高】LT11036 經典基本顆粒系列 - 創意車輛,"1,844",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302024&Area=search&mdiv=403&oid=3_21&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1704532127/goodsimg/0012/302/024/12302024_OR_m.webp,,,,
【LEGO 樂高】LT21253 Minecraft 系列 - The Animal Sanctuary,659,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302031&Area=search&mdiv=403&oid=3_22&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1704532122/goodsimg/0012/302/031/12302031_OR_m.webp,,,,
【LEGO 樂高】LT60433 城市系列 - 太空站,"2,280",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302100&Area=search&mdiv=403&oid=3_23&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1704531915/goodsimg/0012/302/100/12302100_OR_m.webp,,,,
【LEGO 樂高】超級瑪利歐系列 71439 與樂高瑪利歐一起冒險！(互動式遊戲 任天堂 主機 禮物),"1,619",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13043847&Area=search&mdiv=403&oid=3_24&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1720846978/goodsimg/0013/043/847/13043847_OR_m.webp,,,,
【LEGO 樂高】樂高教育 LEGO Education ☆ Education SPIKE教育核心組 45678(Lego Education Spike),"21,150",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12028077&Area=search&mdiv=403&oid=3_25&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1698483710/goodsimg/0012/028/077/12028077_OR_m.webp,,,,
【LEGO 樂高】得寶系列 10980 樂高得寶綠色拼砌底板(底板 底座 不含積木),411,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9916450&Area=search&mdiv=403&oid=3_26&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1693167754/goodsimg/0009/916/450/9916450_OR_m.webp,,,,
【LEGO 樂高】積木 超級英雄系列 星際異攻隊 驚喜月曆76231(台灣樂高),"1,233",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10803813&Area=search&mdiv=403&oid=3_27&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1692375785/goodsimg/0010/803/813/10803813_OR_m.webp,,,,
【LEGO 樂高】LT71815 旋風忍者系列 - Kai’s Source Dragon Battle,"1,048",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12593059&Area=search&mdiv=403&oid=3_28&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1709356063/goodsimg/0012/593/059/12593059_OR_m.webp,,,,
【LEGO 樂高】LT10797 蓋比娃娃屋系列 - Gabby’s Party Room,"1,408",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12907432&Area=search&mdiv=403&oid=3_29&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1717390820/goodsimg/0012/907/432/12907432_OR_m.webp,,,,
【LEGO 樂高】City 城市系列-賽車改裝廠 -897pcs(60258),"3,501",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11821081&Area=search&mdiv=403&oid=3_30&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1693991543/goodsimg/0011/821/081/11821081_OR_m.webp,,,,
【LEGO 樂高】積木 限定款 樂高商店40574(代理版),"2,089",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12071756&Area=search&mdiv=403&oid=4_2&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1699434350/goodsimg/0012/071/756/12071756_OR_m.webp,,,,
【LEGO 樂高】LT21058 世界建築系列 - 胡夫金字塔,"4,434",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10190785&Area=search&mdiv=403&oid=4_3&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1692213132/goodsimg/0010/190/785/10190785_OR_m.webp,,,,
【LEGO 樂高】LT42182 科技系列 - NASA Apollo Lunar Roving Vehicle - LRV,"5,543",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13100331&Area=search&mdiv=403&oid=4_4&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i2.momoshop.com.tw/1722575073/goodsimg/0013/100/331/13100331_OR_m.webp,,,,
【LEGO 樂高】LT42175 科技系列 - Volvo FMX Truck & EC230 Electric Excavator,"5,759",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13100328&Area=search&mdiv=403&oid=4_5&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1722575071/goodsimg/0013/100/328/13100328_OR_m.webp,,,,
【LEGO 樂高】LT75358 星際大戰系列 - Tenoo Jedi Temple™,"1,373",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11448359&Area=search&mdiv=403&oid=4_6&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1692476757/goodsimg/0011/448/359/11448359_OR_m.webp,,,,
【LEGO 樂高】積木 龍年限定 40611(代理版),"1,044",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12350686&Area=search&mdiv=403&oid=4_7&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i3.momoshop.com.tw/1705317783/goodsimg/0012/350/686/12350686_OR_m.webp,,,,
【LEGO 樂高】積木 魔法迷宮 Magic Maze 40596,949,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12811677&Area=search&mdiv=403&oid=4_8&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1715058372/goodsimg/0012/811/677/12811677_OR_m.webp,,,,
【LEGO 樂高】LT42168 科技系列 - John Deere 9700 Forage Harvester,"1,310",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12302051&Area=search&mdiv=403&oid=4_9&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i4.momoshop.com.tw/1704532119/goodsimg/0012/302/051/12302051_OR_m.webp,,,,
【LEGO 樂高】星際大戰 Star Wars-組裝戰士 芬恩(75116),"1,046",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10741971&Area=search&mdiv=403&oid=4_10&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i2.momoshop.com.tw/1692404327/goodsimg/0010/741/971/10741971_OR_m.webp,,,,
【LEGO 樂高】積木 創意系列 花盆 Flowerpot 40588(代理版),"1,804",https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12881732&Area=search&mdiv=403&oid=4_11&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1720934822/goodsimg/0012/881/732/12881732_OR_m.webp,,,,
【LEGO 樂高】LT10792 Spidey 系列 - Drill Spinner Vehicle(MARVEL),347,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12592892&Area=search&mdiv=403&oid=4_12&cid=index&kw=%E6%A8%82%E9%AB%98_71043,https://i1.momoshop.com.tw/1709355722/goodsimg/0012/592/892/12592892_OR_m.webp,,,,
